regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Brasil;;;76;;;;2021-01-01;53;210147125;7700578;24605;195411;462;6756284;748883;
Brasil;;;76;;;;2021-01-02;53;210147125;7716405;15827;195725;314;6769420;751260;
Brasil;;;76;;;;2021-01-03;1;210147125;7733746;17341;196018;293;6813008;724720;
Brasil;;;76;;;;2021-01-04;1;210147125;7753752;20006;196561;543;6875230;681961;
Brasil;;;76;;;;2021-01-05;1;210147125;7810400;56648;197732;1171;6963407;649261;
Brasil;;;76;;;;2021-01-06;1;210147125;7873830;63430;198974;1242;7036530;638326;
Brasil;;;76;;;;2021-01-07;1;210147125;7961673;87843;200498;1524;7096931;664244;
Brasil;;;76;;;;2021-01-08;1;210147125;8013708;52035;201460;962;7114474;697774;
Brasil;;;76;;;;2021-01-09;1;210147125;8075998;62290;202631;1171;7144011;729356;
Brasil;;;76;;;;2021-01-10;2;210147125;8105790;29792;203100;469;7167651;735039;
Brasil;;;76;;;;2021-01-11;2;210147125;8131612;25822;203580;480;7207483;720549;
Brasil;;;76;;;;2021-01-12;2;210147125;8195637;64025;204690;1110;7273707;717240;
Brasil;;;76;;;;2021-01-13;2;210147125;8256536;60899;205964;1274;7277195;713752;
Brasil;;;76;;;;2021-01-13;2;210147125;8256536;0;205964;0;7316944;733628;
Brasil;;;76;;;;2021-01-14;2;210147125;8324294;67758;207095;1131;7339703;777496;
Brasil;;;76;;;;2021-01-15;2;210147125;8393492;69198;208246;1151;7361379;823867;
Brasil;;;76;;;;2021-01-16;2;210147125;8455059;61567;209296;1050;7388784;856979;
Brasil;;;76;;;;2021-01-17;3;210147125;8488099;33040;209847;551;7411654;866598;
Brasil;;;76;;;;2021-01-18;3;210147125;8511770;23671;210299;452;7452047;849424;
Brasil;;;76;;;;2021-01-19;3;210147125;8573864;62094;211491;1192;7518846;843527;
Brasil;;;76;;;;2021-01-20;3;210147125;8638249;64385;212831;1340;7564622;860796;
Brasil;;;76;;;;2021-01-21;3;210147125;8697368;59119;214147;1316;7580741;902480;
Brasil;;;76;;;;2021-01-22;3;210147125;8753920;56552;215243;1096;7594771;943906;
Brasil;;;76;;;;2021-01-23;3;210147125;8816254;62334;216445;1202;7628438;971371;
Brasil;;;76;;;;2021-01-24;4;210147125;8844577;28323;217037;592;7653770;973770;
Brasil;;;76;;;;2021-01-25;4;210147125;8871393;26816;217664;627;7709602;944127;
Brasil;;;76;;;;2021-01-26;4;210147125;8933356;61963;218878;1214;7798655;915823;
Brasil;;;76;;;;2021-01-27;4;210147125;8996876;63520;220161;1283;7877337;899378;
Brasil;;;76;;;;2021-01-28;4;210147125;9058687;61811;221547;1386;7923794;913346;
Brasil;;;76;;;;2021-01-29;4;210147125;9118513;59826;222666;1119;7960643;935204;
Brasil;;;76;;;;2021-01-30;4;210147125;9176975;58462;223945;1279;7998246;954784;
Brasil;;;76;;;;2021-01-31;5;210147125;9204731;27756;224504;559;8027042;953185;
Brasil;;;76;;;;2021-02-01;5;210147125;9229322;24591;225099;595;8077967;926256;
Brasil;;;76;;;;2021-02-02;5;210147125;9283418;54096;226309;1210;8160929;896180;
Brasil;;;76;;;;2021-02-03;5;210147125;9339420;56002;227563;1254;8236864;874993;
Brasil;;;76;;;;2021-02-04;5;210147125;9396293;56873;228795;1232;8291763;875735;
Brasil;;;76;;;;2021-02-05;5;210147125;9447165;50872;230034;1239;8326798;890333;
Brasil;;;76;;;;2021-02-06;5;210147125;9497795;50630;231012;978;8363677;903106;
Brasil;;;76;;;;2021-02-07;6;210147125;9524640;26845;231534;522;8397187;895919;
Brasil;;;76;;;;2021-02-08;6;210147125;9548079;23439;232170;636;8447645;868264;
Brasil;;;76;;;;2021-02-09;6;210147125;9599565;51486;233520;1350;8523462;842583;
Brasil;;;76;;;;2021-02-10;6;210147125;9659167;59602;234850;1330;8596130;828187;
Brasil;;;76;;;;2021-02-11;6;210147125;9713909;54742;236201;1351;8643693;834015;
Brasil;;;76;;;;2021-02-12;6;210147125;9765455;51546;237489;1288;8678327;849639;
Brasil;;;76;;;;2021-02-13;6;210147125;9809754;44299;238532;1043;8710840;860382;
Brasil;;;76;;;;2021-02-14;7;210147125;9834513;24759;239245;713;8745424;849844;
Brasil;;;76;;;;2021-02-15;7;210147125;9866710;32197;239773;528;8805239;821698;
Brasil;;;76;;;;2021-02-16;7;210147125;9921981;55271;240940;1167;8883191;797850;
Brasil;;;76;;;;2021-02-17;7;210147125;9978747;56766;242090;1150;8950450;786207;
Brasil;;;76;;;;2021-02-18;7;210147125;10030626;51879;243457;1367;8995246;791923;
Brasil;;;76;;;;2021-02-19;7;210147125;10081676;51050;244765;1308;9029159;807752;
Brasil;;;76;;;;2021-02-20;7;210147125;10139148;57472;245977;1212;9067939;825232;
Brasil;;;76;;;;2021-02-21;8;210147125;10168174;29026;246504;527;9095483;826187;
Brasil;;;76;;;;2021-02-22;8;210147125;10195160;26986;247143;639;9139215;808802;
Brasil;;;76;;;;2021-02-23;8;210147125;10257875;62715;248529;1386;9215164;794182;
Brasil;;;76;;;;2021-02-24;8;210147125;10324463;66588;249957;1428;9281018;793488;
Brasil;;;76;;;;2021-02-25;8;210147125;10390461;65998;251498;1541;9323696;815267;
Brasil;;;76;;;;2021-02-26;8;210147125;10455630;65169;252835;1337;;;
Brasil;;;76;;;;2021-02-27;8;210147125;10517232;61602;254221;1386;9386440;876571;
Brasil;;;76;;;;2021-02-28;9;210147125;10551259;34027;254942;721;9411033;885284;
Brasil;;;76;;;;2021-03-01;9;210147125;10587001;35742;255720;778;9457100;874181;
Brasil;;;76;;;;2021-03-02;9;210147125;10646926;59925;257361;1641;9527173;862392;
Brasil;;;76;;;;2021-03-03;9;210147125;10718630;71704;259271;1910;9591590;867769;
Brasil;;;76;;;;2021-03-04;9;210147125;10793732;75102;260970;1699;9637020;895742;
Brasil;;;76;;;;2021-03-05;9;210147125;10869227;75495;262770;1800;9671410;935047;
Brasil;;;76;;;;2021-03-06;9;210147125;10938836;69609;264325;1555;9704351;970160;
Brasil;;;76;;;;2021-03-07;10;210147125;11019344;80508;265411;1086;9757178;996755;
Brasil;;;76;;;;2021-03-08;10;210147125;11051665;32321;266398;987;9782320;1002947;
Brasil;;;76;;;;2021-03-09;10;210147125;11122429;70764;268370;1972;9843218;1010841;
Brasil;;;76;;;;2021-03-10;10;210147125;11202305;79876;270656;2286;9913739;1017910;
Brasil;;;76;;;;2021-03-11;10;210147125;11277717;75412;272889;2233;9958566;1046262;
Brasil;;;76;;;;2021-03-12;10;210147125;11363380;85663;275105;2216;10000980;1087295;
Brasil;;;76;;;;2021-03-13;10;210147125;11439558;76178;277102;1997;10036947;1125509;
Brasil;;;76;;;;2021-03-14;11;210147125;11483370;43812;278229;1127;10063808;1141333;
Brasil;;;76;;;;2021-03-15;11;210147125;11519609;36239;279286;1057;10111954;1128369;
Brasil;;;76;;;;2021-03-16;11;210147125;11603535;83926;282127;2841;10204541;1116867;
Brasil;;;76;;;;2021-03-17;11;210147125;11693838;90303;284775;2648;10287057;1122006;
Brasil;;;76;;;;2021-03-18;11;210147125;11780820;86982;287499;2724;10339432;1153889;
Brasil;;;76;;;;2021-03-19;11;210147125;11871390;90570;290314;2815;10383460;1197616;
Brasil;;;76;;;;2021-03-20;11;210147125;11950459;79069;292752;2438;10419393;1238314;
Brasil;;;76;;;;2021-03-21;12;210147125;11998233;47774;294042;1290;10449933;1254258;
Brasil;;;76;;;;2021-03-22;12;210147125;12047526;49293;295425;1383;10507995;1244106;
Brasil;;;76;;;;2021-03-23;12;210147125;12130019;82493;298676;3251;10601658;1229685;
Brasil;;;76;;;;2021-03-24;12;210147125;12220011;89992;300685;2009;10689646;1229680;
Brasil;;;76;;;;2021-03-25;12;210147125;12320169;100158;303462;2777;10772549;1244158;
Brasil;;;76;;;;2021-03-26;12;210147125;12404414;84245;307112;3650;10824095;1273207;
Brasil;;;76;;;;2021-03-27;12;210147125;12490362;85948;310550;3438;10879627;1300185;
Brasil;;;76;;;;2021-03-28;13;210147125;12534688;44326;312206;1656;10912941;1309541;
Brasil;;;76;;;;2021-03-29;13;210147125;12573615;38927;313866;1660;10969247;1290502;
Brasil;;;76;;;;2021-03-30;13;210147125;12658109;84494;317646;3780;11074483;1265980;
Brasil;;;76;;;;2021-03-31;13;210147125;12748747;90638;321515;3869;11169937;1257295;
Brasil;;;76;;;;2021-04-01;13;210147125;12839844;91097;325284;3769;11239099;1275461;
Brasil;;;76;;;;2021-04-02;13;210147125;12910082;70238;328206;2922;11276628;1305248;
Brasil;;;76;;;;2021-04-03;13;210147125;12953597;43515;330193;1987;11305746;1317658;
Brasil;;;76;;;;2021-04-04;14;210147125;12984956;31359;331433;1240;11357521;1296002;
Brasil;;;76;;;;2021-04-05;14;210147125;13013601;28645;332752;1319;11436189;1244660;
Brasil;;;76;;;;2021-04-06;14;210147125;13100580;86979;336947;4195;11558784;1204849;
Brasil;;;76;;;;2021-04-07;14;210147125;13193205;92625;340776;3829;11664158;1188271;
Brasil;;;76;;;;2021-04-08;14;210147125;13279857;86652;345025;4249;11732193;1202639;
Brasil;;;76;;;;2021-04-09;14;210147125;13373174;93317;348718;3693;11791885;1232571;
Brasil;;;76;;;;2021-04-10;14;210147125;13445006;71832;351334;2616;11838564;1255108;
Brasil;;;76;;;;2021-04-11;15;210147125;13482023;37017;353137;1803;11880803;1248083;
Brasil;;;76;;;;2021-04-12;15;210147125;13517808;35785;354617;1480;11957068;1206123;
Brasil;;;76;;;;2021-04-13;15;210147125;13599994;82186;358425;3808;12074798;1166771;
Brasil;;;76;;;;2021-04-14;15;210147125;13673507;73513;361884;3459;12170771;1140852;
Brasil;;;76;;;;2021-04-15;15;210147125;13746681;73174;365444;3560;12236295;1144942;
Brasil;;;76;;;;2021-04-16;15;210147125;13832455;85774;368749;3305;12298863;1164843;
Brasil;;;76;;;;2021-04-17;15;210147125;13900091;67636;371678;2929;12344861;1183552;
Brasil;;;76;;;;2021-04-18;16;210147125;13943071;42980;373335;1657;12391599;1178137;
Brasil;;;76;;;;2021-04-19;16;210147125;13973695;30624;374682;1347;12460712;1138301;
Brasil;;;76;;;;2021-04-20;16;210147125;14043076;69381;378003;3321;12561689;1103384;
Brasil;;;76;;;;2021-04-21;16;210147125;14122795;79719;381475;3472;12646132;1095188;
Brasil;;;76;;;;2021-04-22;16;210147125;14167973;45178;383502;2027;12673785;1110686;
Brasil;;;76;;;;2021-04-23;16;210147125;14237078;69105;386416;2914;12711103;1139559;
Brasil;;;76;;;;2021-04-24;16;210147125;14308215;71137;389492;3076;12766772;1151951;
Brasil;;;76;;;;2021-04-25;17;210147125;14340787;32572;390797;1305;12809169;1140821;
Brasil;;;76;;;;2021-04-26;17;210147125;14369423;28636;391936;1139;12879051;1098436;
Brasil;;;76;;;;2021-04-27;17;210147125;14441563;72140;395022;3086;12992442;1054099;
Brasil;;;76;;;;2021-04-28;17;210147125;14521289;79726;398185;3163;13091714;1031390;
Brasil;;;76;;;;2021-04-29;17;210147125;14590678;69389;401186;3001;13152118;1037374;
Brasil;;;76;;;;2021-04-30;17;210147125;14659011;68333;403781;2595;13194538;1060692;
Brasil;;;76;;;;2021-05-01;17;210147125;14725975;66964;406437;2656;13242665;1076873;
Brasil;;;76;;;;2021-05-02;18;210147125;14754910;28935;407639;1202;13278718;1068553;
Brasil;;;76;;;;2021-05-03;18;210147125;14779529;24619;408622;983;13336476;1034431;
Brasil;;;76;;;;2021-05-04;18;210147125;14856888;77359;411588;2966;13442996;1002304;
Brasil;;;76;;;;2021-05-05;18;210147125;14930183;73295;414399;2811;13529572;986212;
Brasil;;;76;;;;2021-05-06;18;210147125;15003563;73380;416949;2550;13591335;995279;
Brasil;;;76;;;;2021-05-07;18;210147125;15082449;78886;419114;2165;13640478;1022857;
Brasil;;;76;;;;2021-05-08;18;210147125;15145879;63430;421316;2202;13677668;1046895;
Brasil;;;76;;;;2021-05-09;19;210147125;15184790;38911;422340;1024;13714135;1048315;
Brasil;;;76;;;;2021-05-10;19;210147125;15209990;25200;423229;889;13759125;1027636;
Brasil;;;76;;;;2021-05-11;19;210147125;15282705;72715;425540;2311;13847191;1009974;
Brasil;;;76;;;;2021-05-12;19;210147125;15359397;76692;428034;2494;13924217;1007146;
Brasil;;;76;;;;2021-05-13;19;210147125;15433989;74592;430417;2383;13979329;1024243;
Brasil;;;76;;;;2021-05-14;19;210147125;15519525;85536;432628;2211;14028355;1058542;
Brasil;;;76;;;;2021-05-15;19;210147125;15586534;67009;434715;2087;14062396;1089423;
Brasil;;;76;;;;2021-05-16;20;210147125;15627475;40941;435751;1036;14097287;1094437;
Brasil;;;76;;;;2021-05-17;20;210147125;15657391;29916;436537;786;14152433;1068421;
Brasil;;;76;;;;2021-05-18;20;210147125;15732836;75445;439050;2513;14247609;1046177;
Brasil;;;76;;;;2021-05-19;20;210147125;15812055;79219;441691;2641;14330118;1040246;
Brasil;;;76;;;;2021-05-20;20;210147125;15894094;82039;444094;2403;14385962;1064038;
Brasil;;;76;;;;2021-05-21;20;210147125;15970949;76855;446309;2215;14422209;1102431;
Brasil;;;76;;;;2021-05-22;20;210147125;16047439;76490;448208;1899;14462432;1136799;
Brasil;;;76;;;;2021-05-23;21;210147125;16083258;35819;449068;860;14492167;1142023;
Brasil;;;76;;;;2021-05-24;21;210147125;16120756;37498;449858;790;14552024;1118874;
Brasil;;;76;;;;2021-05-25;21;210147125;16194209;73453;452031;2173;14648332;1093846;
Brasil;;;76;;;;2021-05-26;21;210147125;16274695;80486;454429;2398;14733987;1086279;
Brasil;;;76;;;;2021-05-27;21;210147125;16342162;67467;456674;2245;14786292;1099196;
Brasil;;;76;;;;2021-05-28;21;210147125;16391930;49768;459045;2371;14811266;1121619;
Brasil;;;76;;;;2021-05-29;21;210147125;16471600;79670;461057;2012;14869696;1140847;
Brasil;;;76;;;;2021-05-30;22;210147125;16515120;43520;461931;874;14912744;1140445;
Brasil;;;76;;;;2021-05-31;22;210147125;16545554;30434;462791;860;14964631;1118132;
Brasil;;;76;;;;2021-06-01;22;210147125;16624480;78926;465199;2408;15068146;1091135;
Brasil;;;76;;;;2021-06-02;22;210147125;16720081;95601;467706;2507;15168330;1084045;
Brasil;;;76;;;;2021-06-03;22;210147125;16803472;83391;469388;1682;15228983;1105101;
Brasil;;;76;;;;2021-06-04;22;210147125;16841408;37936;470842;1454;15239692;1130874;
Brasil;;;76;;;;2021-06-05;22;210147125;16907425;66017;472531;1689;15290500;1144394;
Brasil;;;76;;;;2021-06-06;23;210147125;16947062;39637;473404;873;15342286;1131372;
Brasil;;;76;;;;2021-06-07;23;210147125;16984218;37156;474414;1010;15408401;1101403;
Brasil;;;76;;;;2021-06-08;23;210147125;17037129;52911;476792;2378;15494071;1066266;
Brasil;;;76;;;;2021-06-09;23;210147125;17122877;85748;479515;2723;15596816;1046546;
Brasil;;;76;;;;2021-06-10;23;210147125;17210969;88092;482019;2504;15670754;1058196;
Brasil;;;76;;;;2021-06-11;23;210147125;17296118;85149;484235;2216;15718593;1093290;
Brasil;;;76;;;;2021-06-12;23;210147125;17374818;78700;486272;2037;15761177;1127369;
Brasil;;;76;;;;2021-06-13;24;210147125;17412766;37948;487401;1129;15794548;1130817;
Brasil;;;76;;;;2021-06-14;24;210147125;17452612;39846;488228;827;15854264;1110120;
Brasil;;;76;;;;2021-06-15;24;210147125;17533221;80609;490696;2468;15944646;1097879;
Brasil;;;76;;;;2021-06-16;24;210147125;17628588;95367;493693;2997;16030601;1104294;
Brasil;;;76;;;;2021-06-17;24;210147125;17702630;74042;496004;2311;16077483;1129143;
Brasil;;;76;;;;2021-06-18;24;210147125;17801462;98832;498499;2495;16136968;1165995;
Brasil;;;76;;;;2021-06-19;24;210147125;17883750;82288;500800;2301;16183849;1199101;
Brasil;;;76;;;;2021-06-20;25;210147125;17927928;44178;501825;1025;16220238;1205865;
Norte;RO;;11;;;;2021-01-01;53;1777225;95999;270;1822;5;;;
Norte;RO;;11;;;;2021-01-02;53;1777225;96433;434;1825;3;;;
Norte;RO;;11;;;;2021-01-03;1;1777225;96906;473;1832;7;;;
Norte;RO;;11;;;;2021-01-04;1;1777225;97197;291;1840;8;;;
Norte;RO;;11;;;;2021-01-05;1;1777225;97854;657;1852;12;;;
Norte;RO;;11;;;;2021-01-06;1;1777225;98811;957;1875;23;;;
Norte;RO;;11;;;;2021-01-07;1;1777225;99595;784;1890;15;;;
Norte;RO;;11;;;;2021-01-08;1;1777225;100343;748;1899;9;;;
Norte;RO;;11;;;;2021-01-09;1;1777225;101024;681;1908;9;;;
Norte;RO;;11;;;;2021-01-10;2;1777225;101588;564;1911;3;;;
Norte;RO;;11;;;;2021-01-11;2;1777225;102518;930;1926;15;;;
Norte;RO;;11;;;;2021-01-12;2;1777225;103798;1280;1950;24;;;
Norte;RO;;11;;;;2021-01-13;2;1777225;104737;939;1965;15;;;
Norte;RO;;11;;;;2021-01-14;2;1777225;105952;1215;1976;11;;;
Norte;RO;;11;;;;2021-01-15;2;1777225;107332;1380;1993;17;;;
Norte;RO;;11;;;;2021-01-16;2;1777225;108173;841;1999;6;;;
Norte;RO;;11;;;;2021-01-17;3;1777225;109056;883;2005;6;;;
Norte;RO;;11;;;;2021-01-18;3;1777225;110331;1275;2031;26;;;
Norte;RO;;11;;;;2021-01-19;3;1777225;111372;1041;2044;13;;;
Norte;RO;;11;;;;2021-01-20;3;1777225;112468;1096;2056;12;;;
Norte;RO;;11;;;;2021-01-21;3;1777225;113778;1310;2070;14;;;
Norte;RO;;11;;;;2021-01-22;3;1777225;115200;1422;2085;15;;;
Norte;RO;;11;;;;2021-01-23;3;1777225;116133;933;2097;12;;;
Norte;RO;;11;;;;2021-01-24;4;1777225;117101;968;2111;14;;;
Norte;RO;;11;;;;2021-01-25;4;1777225;118097;996;2128;17;;;
Norte;RO;;11;;;;2021-01-26;4;1777225;119336;1239;2149;21;;;
Norte;RO;;11;;;;2021-01-27;4;1777225;121005;1669;2167;18;;;
Norte;RO;;11;;;;2021-01-28;4;1777225;121975;970;2192;25;;;
Norte;RO;;11;;;;2021-01-29;4;1777225;123200;1225;2216;24;;;
Norte;RO;;11;;;;2021-01-30;4;1777225;123957;757;2229;13;;;
Norte;RO;;11;;;;2021-01-31;5;1777225;124663;706;2244;15;;;
Norte;RO;;11;;;;2021-02-01;5;1777225;125612;949;2259;15;;;
Norte;RO;;11;;;;2021-02-02;5;1777225;126766;1154;2281;22;;;
Norte;RO;;11;;;;2021-02-03;5;1777225;127713;947;2293;12;;;
Norte;RO;;11;;;;2021-02-04;5;1777225;128743;1030;2314;21;;;
Norte;RO;;11;;;;2021-02-05;5;1777225;129902;1159;2326;12;;;
Norte;RO;;11;;;;2021-02-06;5;1777225;130753;851;2341;15;;;
Norte;RO;;11;;;;2021-02-07;6;1777225;131172;419;2346;5;;;
Norte;RO;;11;;;;2021-02-08;6;1777225;132167;995;2369;23;;;
Norte;RO;;11;;;;2021-02-09;6;1777225;133113;946;2391;22;;;
Norte;RO;;11;;;;2021-02-10;6;1777225;133983;870;2433;42;;;
Norte;RO;;11;;;;2021-02-11;6;1777225;134697;714;2455;22;;;
Norte;RO;;11;;;;2021-02-12;6;1777225;135535;838;2482;27;;;
Norte;RO;;11;;;;2021-02-13;6;1777225;135784;249;2484;2;;;
Norte;RO;;11;;;;2021-02-14;7;1777225;136603;819;2509;25;;;
Norte;RO;;11;;;;2021-02-15;7;1777225;137384;781;2533;24;;;
Norte;RO;;11;;;;2021-02-16;7;1777225;138133;749;2561;28;;;
Norte;RO;;11;;;;2021-02-17;7;1777225;139250;1117;2586;25;;;
Norte;RO;;11;;;;2021-02-18;7;1777225;140205;955;2623;37;;;
Norte;RO;;11;;;;2021-02-19;7;1777225;141212;1007;2667;44;;;
Norte;RO;;11;;;;2021-02-20;7;1777225;141709;497;2685;18;;;
Norte;RO;;11;;;;2021-02-21;8;1777225;142222;513;2690;5;;;
Norte;RO;;11;;;;2021-02-22;8;1777225;143085;863;2721;31;;;
Norte;RO;;11;;;;2021-02-23;8;1777225;144184;1099;2745;24;;;
Norte;RO;;11;;;;2021-02-24;8;1777225;145427;1243;2787;42;;;
Norte;RO;;11;;;;2021-02-25;8;1777225;146426;999;2801;14;;;
Norte;RO;;11;;;;2021-02-26;8;1777225;147377;951;2817;16;;;
Norte;RO;;11;;;;2021-02-27;8;1777225;147999;622;2832;15;;;
Norte;RO;;11;;;;2021-02-28;9;1777225;148772;773;2850;18;;;
Norte;RO;;11;;;;2021-03-01;9;1777225;149513;741;2870;20;;;
Norte;RO;;11;;;;2021-03-02;9;1777225;151188;1675;2916;46;;;
Norte;RO;;11;;;;2021-03-03;9;1777225;152563;1375;2944;28;;;
Norte;RO;;11;;;;2021-03-04;9;1777225;154111;1548;2991;47;;;
Norte;RO;;11;;;;2021-03-05;9;1777225;155471;1360;3040;49;;;
Norte;RO;;11;;;;2021-03-06;9;1777225;156298;827;3067;27;;;
Norte;RO;;11;;;;2021-03-07;10;1777225;157002;704;3082;15;;;
Norte;RO;;11;;;;2021-03-08;10;1777225;158343;1341;3148;66;;;
Norte;RO;;11;;;;2021-03-09;10;1777225;159484;1141;3180;32;;;
Norte;RO;;11;;;;2021-03-10;10;1777225;161205;1721;3240;60;;;
Norte;RO;;11;;;;2021-03-11;10;1777225;162818;1613;3278;38;;;
Norte;RO;;11;;;;2021-03-12;10;1777225;164045;1227;3313;35;;;
Norte;RO;;11;;;;2021-03-13;10;1777225;164746;701;3346;33;;;
Norte;RO;;11;;;;2021-03-14;11;1777225;165438;692;3367;21;;;
Norte;RO;;11;;;;2021-03-15;11;1777225;166931;1493;3415;48;;;
Norte;RO;;11;;;;2021-03-16;11;1777225;168891;1960;3464;49;;;
Norte;RO;;11;;;;2021-03-17;11;1777225;170515;1624;3519;55;;;
Norte;RO;;11;;;;2021-03-18;11;1777225;171718;1203;3553;34;;;
Norte;RO;;11;;;;2021-03-19;11;1777225;173099;1381;3589;36;;;
Norte;RO;;11;;;;2021-03-20;11;1777225;174047;948;3642;53;;;
Norte;RO;;11;;;;2021-03-21;12;1777225;175187;1140;3677;35;;;
Norte;RO;;11;;;;2021-03-22;12;1777225;176207;1020;3727;50;;;
Norte;RO;;11;;;;2021-03-23;12;1777225;177652;1445;3777;50;;;
Norte;RO;;11;;;;2021-03-24;12;1777225;179178;1526;3831;54;;;
Norte;RO;;11;;;;2021-03-25;12;1777225;180348;1170;3876;45;;;
Norte;RO;;11;;;;2021-03-26;12;1777225;181845;1497;3925;49;;;
Norte;RO;;11;;;;2021-03-27;12;1777225;182844;999;3966;41;;;
Norte;RO;;11;;;;2021-03-28;13;1777225;183642;798;3990;24;;;
Norte;RO;;11;;;;2021-03-29;13;1777225;184527;885;4046;56;;;
Norte;RO;;11;;;;2021-03-30;13;1777225;185410;883;4085;39;;;
Norte;RO;;11;;;;2021-03-31;13;1777225;187270;1860;4143;58;;;
Norte;RO;;11;;;;2021-04-01;13;1777225;188336;1066;4196;53;;;
Norte;RO;;11;;;;2021-04-02;13;1777225;189349;1013;4233;37;;;
Norte;RO;;11;;;;2021-04-03;13;1777225;189997;648;4259;26;;;
Norte;RO;;11;;;;2021-04-04;14;1777225;190320;323;4278;19;;;
Norte;RO;;11;;;;2021-04-05;14;1777225;190995;675;4327;49;;;
Norte;RO;;11;;;;2021-04-06;14;1777225;192309;1314;4368;41;;;
Norte;RO;;11;;;;2021-04-07;14;1777225;193630;1321;4419;51;;;
Norte;RO;;11;;;;2021-04-08;14;1777225;195138;1508;4464;45;;;
Norte;RO;;11;;;;2021-04-09;14;1777225;196270;1132;4495;31;;;
Norte;RO;;11;;;;2021-04-10;14;1777225;197008;738;4525;30;;;
Norte;RO;;11;;;;2021-04-11;15;1777225;197624;616;4548;23;;;
Norte;RO;;11;;;;2021-04-12;15;1777225;198513;889;4569;21;;;
Norte;RO;;11;;;;2021-04-13;15;1777225;199832;1319;4614;45;;;
Norte;RO;;11;;;;2021-04-14;15;1777225;200700;868;4666;52;;;
Norte;RO;;11;;;;2021-04-15;15;1777225;201848;1148;4704;38;;;
Norte;RO;;11;;;;2021-04-16;15;1777225;203300;1452;4737;33;;;
Norte;RO;;11;;;;2021-04-17;15;1777225;203728;428;4788;51;;;
Norte;RO;;11;;;;2021-04-18;16;1777225;204482;754;4801;13;;;
Norte;RO;;11;;;;2021-04-19;16;1777225;205207;725;4854;53;;;
Norte;RO;;11;;;;2021-04-20;16;1777225;206089;882;4914;60;;;
Norte;RO;;11;;;;2021-04-21;16;1777225;207030;941;4939;25;;;
Norte;RO;;11;;;;2021-04-22;16;1777225;207593;563;4967;28;;;
Norte;RO;;11;;;;2021-04-23;16;1777225;208292;699;4999;32;;;
Norte;RO;;11;;;;2021-04-24;16;1777225;208887;595;5040;41;;;
Norte;RO;;11;;;;2021-04-25;17;1777225;209166;279;5048;8;;;
Norte;RO;;11;;;;2021-04-26;17;1777225;209688;522;5076;28;;;
Norte;RO;;11;;;;2021-04-27;17;1777225;210623;935;5109;33;;;
Norte;RO;;11;;;;2021-04-28;17;1777225;211271;648;5125;16;;;
Norte;RO;;11;;;;2021-04-29;17;1777225;212000;729;5143;18;;;
Norte;RO;;11;;;;2021-04-30;17;1777225;212738;738;5163;20;;;
Norte;RO;;11;;;;2021-05-01;17;1777225;213117;379;5181;18;;;
Norte;RO;;11;;;;2021-05-02;18;1777225;213256;139;5188;7;;;
Norte;RO;;11;;;;2021-05-03;18;1777225;213766;510;5215;27;;;
Norte;RO;;11;;;;2021-05-04;18;1777225;214514;748;5251;36;;;
Norte;RO;;11;;;;2021-05-05;18;1777225;214879;365;5265;14;;;
Norte;RO;;11;;;;2021-05-06;18;1777225;215826;947;5281;16;;;
Norte;RO;;11;;;;2021-05-07;18;1777225;217153;1327;5311;30;;;
Norte;RO;;11;;;;2021-05-08;18;1777225;217524;371;5321;10;;;
Norte;RO;;11;;;;2021-05-09;19;1777225;217644;120;5335;14;;;
Norte;RO;;11;;;;2021-05-10;19;1777225;218166;522;5365;30;;;
Norte;RO;;11;;;;2021-05-11;19;1777225;218956;790;5389;24;;;
Norte;RO;;11;;;;2021-05-12;19;1777225;219688;732;5412;23;;;
Norte;RO;;11;;;;2021-05-13;19;1777225;220425;737;5434;22;;;
Norte;RO;;11;;;;2021-05-14;19;1777225;220719;294;5457;23;;;
Norte;RO;;11;;;;2021-05-15;19;1777225;221169;450;5475;18;;;
Norte;RO;;11;;;;2021-05-16;20;1777225;221387;218;5488;13;;;
Norte;RO;;11;;;;2021-05-17;20;1777225;221871;484;5501;13;;;
Norte;RO;;11;;;;2021-05-18;20;1777225;222676;805;5527;26;;;
Norte;RO;;11;;;;2021-05-19;20;1777225;223294;618;5545;18;;;
Norte;RO;;11;;;;2021-05-20;20;1777225;224144;850;5565;20;;;
Norte;RO;;11;;;;2021-05-21;20;1777225;224725;581;5589;24;;;
Norte;RO;;11;;;;2021-05-22;20;1777225;225076;351;5604;15;;;
Norte;RO;;11;;;;2021-05-23;21;1777225;225349;273;5611;7;;;
Norte;RO;;11;;;;2021-05-24;21;1777225;226107;758;5636;25;;;
Norte;RO;;11;;;;2021-05-25;21;1777225;226846;739;5656;20;;;
Norte;RO;;11;;;;2021-05-26;21;1777225;227438;592;5675;19;;;
Norte;RO;;11;;;;2021-05-27;21;1777225;227663;225;5680;5;;;
Norte;RO;;11;;;;2021-05-28;21;1777225;228358;695;5706;26;;;
Norte;RO;;11;;;;2021-05-29;21;1777225;228985;627;5720;14;;;
Norte;RO;;11;;;;2021-05-30;22;1777225;229189;204;5726;6;;;
